name,lga,state_id,state,postcode,latitude,longitude,map,type,id
Banksia Peninsula,East Gippsland,VIC,Victoria,3875,-37.95056,147.66194,8422,Locality,9aacc6de21385457bbdc7e322fcb14c2
Banksmeadow,Botany Bay,NSW,New South Wales,2019,-33.96520,151.21790,9130,Suburb,fd44c051614728c3d18aa5d4e8aeb9cc
Banks Pocket,Gympie,QLD,Queensland,4570,-26.15139,152.67084,9445,Locality,4c88433d2622cecf828c524315663b9e
Bankstown,Bankstown,NSW,New South Wales,2200,-33.92350,151.03460,9130,Suburb,0b2d8d0bf97323876b709cc9b5860ffe
Bankstown Aerodrome,Bankstown,NSW,New South Wales,2200,-33.92350,150.99010,9030,Suburb,9eb300357cc7ff5769bbd889baa220fd
Bannaby,Upper Lachlan Shire,NSW,New South Wales,2580,-34.41520,150.00120,8929,Locality,c5192e36c4f4fe42c94f6104dbbedd72
Bannerton,Swan Hill,VIC,Victoria,3549,-34.73779,142.79203,7428,Locality,34c31d0224dd2b1c9575de5201517a6e
Bannister,Upper Lachlan Shire,NSW,New South Wales,2580,-34.59850,149.49290,8728,Locality,b275d5ff89e44db11e116ee55055a82c
Bannister,Wandering,WA,Western Australia,6308,-32.65795,116.55200,2232,Locality,15dbbb638fc3b53cc5421d244b3f6ba4
Bannockburn,Logan,QLD,Queensland,4207,-27.76000,153.19223,9542,Suburb,c862e05a2de0163156a342bbb0cea4a7
Bannockburn,Golden Plains,VIC,Victoria,3331,-38.04894,144.16882,7721,Town,937f32830ac7486cfba23c766a4d964f
Banoon,Narrabri,NSW,New South Wales,2390,-30.54850,150.37620,8936,Locality,f11cdb30d33e1eb6e9ae9528484bf913
Banora Point,Tweed,NSW,New South Wales,2486,-28.22270,153.53870,9541,Locality,3df16c4f215aa3e14adeab10676b77d3
Banyabba,Clarence Valley,NSW,New South Wales,2460,-29.34850,153.01790,9539,Locality,aa50030e7436c6cf6b52c3eee1d6f9f9
Banyan,Buloke,VIC,Victoria,3533,-35.61287,142.78811,7426,Locality,c83012bb0d597d8ba24cbc49e79b67e5
Banyena,Northern Grampians,VIC,Victoria,3387,-36.58353,142.84007,7424,Locality,e09126a61f37b6f5c191b03137203aef
Banyo,Brisbane,QLD,Queensland,4014,-27.37889,153.08167,9543,Suburb,e39f1a44763ae49347ab56cbad7e33c9
Bapaume,Southern Downs,QLD,Queensland,4380,-28.57528,151.84084,9240,Locality,b0f91d5c122031ce53d0d5cce19e3163
Bara,Mid-Western Regional,NSW,New South Wales,2850,-32.56520,149.83460,8832,Locality,17a20654a735ed0b27b6dacf7abd8c61
Barabba,Mallala,SA,South Australia,5502,-34.34498,138.58993,6629,Locality,758fe2987134673148d97db9e3337003
Baradine,Warrumbungle Shire,NSW,New South Wales,2396,-30.94856,149.06929,8736,Town,77404987aea586f9bf6fe31fa0917b30
Barakula,Western Downs,QLD,Queensland,4413,-26.33111,150.59778,9045,Locality,ea7974a5c77bcdc3c11dac12620b446e
Baralaba,Banana,QLD,Queensland,4702,-24.18115,149.81121,8849,Town,f3042871e82c1d6cf40a19849c078cda
Barambah,Gympie,QLD,Queensland,4600,-26.31639,152.13167,9345,Locality,61e7abdeb9b90c6b92faec673a42d079
Baranduda,Wodonga,VIC,Victoria,3691,-36.18354,146.94697,8225,Town,5c2389109e8dd36bc6ca750a36d477d9
Barangaroo,Sydney,NSW,New South Wales,2000,-33.85824,151.20248,9130,Suburb,42936c629094a3c1f0bcea66261aefb0
Barbalin,Mukinbudin,WA,Western Australia,6479,-30.89556,118.11670,2536,Locality,1ff2937ee3e2972838f88be81facdf2a
Bar Beach,Newcastle,NSW,New South Wales,2300,-32.94020,151.76790,9232,Suburb,52b730fb92862afbdb5ab1f7bf322996
Barberton,Moora,WA,Western Australia,6510,-30.71194,115.96030,2036,Locality,b9096cfb714af355dd0b1cff124a017c
Barbigal,Dubbo,NSW,New South Wales,2830,-32.22350,148.84290,8633,Locality,5028270c54e1cad3d98988d3d5b13edd
Barcaldine,Barcaldine,QLD,Queensland,4725,-23.55225,145.28633,7950,Town,66d4d6d2c05478cffe4ec307d1f2570a
Barcaldine Downs,Barcaldine,QLD,Queensland,4725,-23.80194,144.97888,7850,Locality,177cc44bfb6b796904eaf7ec18d2afdd
Barcoongere,Coffs Harbour,NSW,New South Wales,2460,-29.93180,153.21790,9538,Locality,06f7b71c092ee3e7b9bc28456223d2cf
Barden Ridge,Sutherland Shire,NSW,New South Wales,2234,-34.03550,151.00540,9129,Suburb,dbc2fe0bf2881bb1e6e43c773b28ceea
Bardi,Broome,WA,Western Australia,6725,-16.44639,123.06434,3565,Town,6e1f098a7f8a7454b045fd02351e65af
Bardia,Campbelltown,NSW,New South Wales,2565,-33.97660,150.86320,9030,Suburb,ccdd34c55563e24f6e2df0357af95b67
Bardoc,Kalgoorlie/Boulder,WA,Western Australia,6429,-30.33342,121.29230,3137,Locality,b5d1d3593cca91ed65a90044a15335e8
Bardon,Brisbane,QLD,Queensland,4065,-27.45833,152.97917,9443,Suburb,85740bc52ee3c5eede4e2a3e67e98b38
Bardwell Park,Rockdale,NSW,New South Wales,2207,-33.93580,151.12400,9130,Suburb,8e4f5c5244e8d8c46adc55babe3f6f4a
Bardwell Valley,Rockdale,NSW,New South Wales,2207,-33.93710,151.13320,9130,Suburb,1fc0956a0bea861b07d0201400d66b28
Baree,Rockhampton,QLD,Queensland,4714,-23.62111,150.38973,8950,Locality,88379c333ddf2f2a3d7ce2db05d8f77b
Barellan,Narrandera,NSW,New South Wales,2665,-34.28505,146.57364,8229,Town,54536ac908446af8d96cbede46261d1b
Barellan Point,Ipswich,QLD,Queensland,4306,-27.57139,152.84471,9442,Suburb,4d5f479b2d9fed92cf7e552b6bf76874
Barfold,Mount Alexander,VIC,Victoria,3444,-37.10357,144.50155,7823,Locality,1ee9d7851937c89584eed05d325d4614
Bargara,Bundaberg,QLD,Queensland,4670,-24.81494,152.46299,9348,Town,48c9011ff854db4a8780918a76f7d682
Bargo,Wollondilly,NSW,New South Wales,2574,-34.29181,150.57983,9029,Town,28df1b2dfade28afd6a569420696f0d1
Bargunyah,Maranoa,QLD,Queensland,4465,-27.24222,147.42611,8343,Locality,0e2f801e8da24d467fd562ace1f5b095
Barham,Wakool,NSW,New South Wales,2732,-35.62437,144.12899,7726,Town,c41dba4cfe8b4022b13e643586a7923c
Barigan,Mid-Western Regional,NSW,New South Wales,2850,-32.44850,149.97620,8833,Locality,7e5cef2f3838e062684701dcef6e335d
Baringhup,Mount Alexander,VIC,Victoria,3463,-36.97665,143.97094,7624,Locality,ff3358ef2c75dc7f670f34322b8e2e5a
Baringhup West,Mount Alexander,VIC,Victoria,3463,-36.96278,143.89889,7624,Locality,a2a123c72c136c63268e6ea7c1ed77ca
Barinia,Clare and Gilbert Valleys,SA,South Australia,5453,-33.73771,138.61900,6630,Locality,a77f1a8a0a09df29ced71dacdbcc8a54
Barjarg,Benalla,VIC,Victoria,3670,-36.89544,145.95723,8024,Locality,7dcc2d3ad55705c4a85e1cdc2b853e2f
Barker Creek Flat,South Burnett,QLD,Queensland,4615,-26.64556,151.94472,9244,Locality,9960518ae867a0068859c86e7a81e73c
Barkers Creek,Mount Alexander,VIC,Victoria,3451,-37.02195,144.23375,7723,Locality,edc706f4aa851da4452f1ecb12dca504
Barkers Vale,Kyogle,NSW,New South Wales,2474,-28.53660,153.12070,9540,Locality,7d815a2b09c60b3b382f1b07f90afe76
Barkly,Pyrenees,VIC,Victoria,3384,-36.94552,143.22245,7524,Locality,64d6c148aac7779bef5f44d007df37f3
Barkly,Mount Isa,QLD,Queensland,4825,-20.62489,138.50371,6656,Locality,c74d3e6c8a5dca17ec6e79bd772e1131
Barkstead,Moorabool,VIC,Victoria,3345,-37.47293,144.10129,7723,Locality,45b3cee04fc108ffaa48922bdbc29acd
Barlil,South Burnett,QLD,Queensland,4605,-26.20972,151.89055,9245,Locality,0fb7fcff1f43c0f7e33865256ea3f5b0
Barlows Hill,Rockhampton,QLD,Queensland,4703,-23.10945,150.74056,9051,Locality,2f4b46bcc6dd7643b1bb93f6413d70f5
Barlyne,North Burnett,QLD,Queensland,4625,-25.73722,151.64000,9246,Locality,5305e4b7a6952f755fa03c4f782dc7ab
Barmah,Moira,VIC,Victoria,3639,-35.95012,144.97841,7826,Locality,6a7f0ff70396b12276f65881508f12c0
Barmaryee,Rockhampton,QLD,Queensland,4703,-23.14500,150.70805,9051,Locality,8ced1b3a9b4dfd5a4431f19627ec0a7a
Barmedman,Bland,NSW,New South Wales,2668,-34.14501,147.38669,8329,Town,5d2773b4bf618324f09262b8143b04e9
Barmera,Berri and Barmera,SA,South Australia,5345,-34.25562,140.46147,6929,Town,6968d925698a9c81509fb72e29edeed7
Barmoya,Rockhampton,QLD,Queensland,4703,-23.12778,150.53973,9051,Locality,e56901a80fb0c6cecb51f6d33b17dabe
Barna,Kimba,SA,South Australia,5641,-33.17629,136.67470,6231,Locality,d0d13f8905001a4a9121b833e731b4c1
Barnadown,Greater Bendigo,VIC,Victoria,3557,-36.65013,144.52853,7824,Locality,cec45a6fb37e15399e8fd116b4425f15
Barnard,Central Highlands,QLD,Queensland,4702,-24.00778,149.68389,8849,Locality,8c21bfbac9d275e3d33ba9ab4d515745
Barnawartha,Indigo,VIC,Victoria,3688,-36.08102,146.67241,8225,Locality,0a51416ec07443f781ddc42a5beade02
Barnawartha North,Wodonga,VIC,Victoria,3691,-36.07940,146.75550,8225,Locality,cf16d900ceaea299f0fad479c454eafe
Barnawatha,Indigo,VIC,Victoria,3688,-36.10544,146.67356,8225,Town,332442ae677f3e63bb178741b575bb7a
Barndioota,Flinders Ranges,SA,South Australia,5433,-31.92392,138.17838,6534,Locality,8840e1ca6fc2e0f4f94e42ac194b769b
Barnes Bay,Kingborough,TAS,Tasmania,7150,-43.12000,147.35001,8311,Locality,2179cf839dc4587b6bf4388adf2743da
Barney Point,Gladstone,QLD,Queensland,4680,-23.84639,151.26639,9150,Suburb,3bff5c1502d675042acb88ae289ee967
Barneys Reef,Mid-Western Regional,NSW,New South Wales,2852,-32.17350,149.50960,8833,Locality,1763fe6012d3701e7897a2011936c07c
Barney View,Scenic Rim,QLD,Queensland,4287,-28.23750,152.76445,9441,Locality,62f9d904ba600ebb6ec78f4ce9b88c8d
Barnsley,Lake Macquarie,NSW,New South Wales,2278,-32.93180,151.58460,9232,Suburb,1594aa290feba552b2bd120f7603b2fd
Baromi,South Gippsland,VIC,Victoria,3871,-38.40268,146.17731,8121,Locality,0f26f47e38ed83dbb0de5ac716139620
Barongarook,Colac-Otway,VIC,Victoria,3249,-38.42770,143.61421,7621,Locality,386532546b79f823d32543870d0dd24e
Barongarook West,Colac-Otway,VIC,Victoria,3249,-38.43464,143.54542,7621,Locality,75b0988a9a59eb3efacf9aca3b58d853
Barooga,Berrigan,NSW,New South Wales,3644,-35.90749,145.69520,8026,Town,686db39e64103d58d8536534d65036cf
Baroondah,Banana,QLD,Queensland,4420,-25.68278,149.17696,8746,Locality,32f0c66c70dcc2a9f7c76fa9fda6a42a
Baroota,Mount Remarkable,SA,South Australia,5483,-32.92509,137.98177,6432,Locality,c37adfb8fe7009f0813a4592666f4276
Barossa Goldfields,Barossa,SA,South Australia,5351,-34.65160,138.83544,6628,Locality,b2a7fed74d10cead82b765e9c3fae7e6
Bar Point,Gosford,NSW,New South Wales,2250,-33.49300,151.16790,9131,Suburb,4c009672df2108d77f8eb76ede3185ad
Barraba,Tamworth Regional,NSW,New South Wales,2347,-30.38047,150.61016,9037,Town,34bdf5f44dc2d717cd5b346405e71346
Barrabool,Surf Coast,VIC,Victoria,3221,-38.16603,144.22764,7721,Locality,c5758599e040ff6b11e0aa93fd56bae9
Barrabup,Nannup,WA,Western Australia,6275,-33.90222,115.67280,2030,Locality,31bfc9b7c0e801263d2084b13d1bf78e
Barrack Heights,Shellharbour,NSW,New South Wales,2528,-34.56520,150.85120,9028,Suburb,8023755a0f5f9ed97ff59da95c2464ca
Barrack Point,Shellharbour,NSW,New South Wales,2528,-34.56520,150.86790,9028,Suburb,d936c8e461178450fa1d1c209ab10d98
Barraganyatti,Kempsey,NSW,New South Wales,2441,-30.85680,152.93460,9436,Locality,38db135b247a55d7d09d7ae8ba66d40e
Barragup,Murray,WA,Western Australia,6209,-32.54379,115.79430,2032,Suburb,f9814ceb125c33d903e39a2b1d49b550
Barrakee,Buloke,VIC,Victoria,3525,-36.26521,143.44875,7525,Locality,f320d822439d26855f723da2cc1dd736
Barramornie,Western Downs,QLD,Queensland,4416,-27.07250,150.09444,8943,Locality,916227cf1b80ad3d59d7358fd08b9d88
Barramunga,Colac-Otway,VIC,Victoria,3221,-38.58211,143.72231,7620,Locality,7788effe3036e5fcec87b8de0840446d
Barraport,Loddon,VIC,Victoria,3537,-35.99817,143.66888,7626,Locality,313f7cb02287398146a7bf0768a53ca3
Barraport West,Loddon,VIC,Victoria,3537,-36.02029,143.54935,7625,Locality,0530881e81ff2f61eda3b2f242781c37
Barratta,Burdekin,QLD,Queensland,4809,-19.56944,147.23695,8358,Locality,59de17d987cb12280acca2550578f95b
Barratta,Conargo,NSW,New South Wales,2710,-35.17630,144.54760,7827,Locality,95c156c9848b629d192fab63eed39ed6
Barrengarry,Shoalhaven,NSW,New South Wales,2577,-34.71520,150.53460,9028,Suburb,bc196d61ca3ca5a0f1d6c8e6081ddca4
Barren Grounds,Kiama,NSW,New South Wales,2533,-34.68180,150.71790,9028,Suburb,5b0b36a975eaaa44f61475ec45f6eb1c
Barretta,Kingborough,TAS,Tasmania,7054,-43.04000,147.25999,8311,Locality,07d969b966c699ac3a56bd5f412c7300
Barretts Creek,Clarence Valley,NSW,New South Wales,2460,-29.34850,152.75120,9439,Locality,f86871b84a4be5176c1da8078bf4ac2e
Barrine,Tablelands,QLD,Queensland,4872,-17.22778,145.61612,8063,Locality,8c3ceeffafbacea89130a633e6e4335a
Barringella,Shoalhaven,NSW,New South Wales,2540,-34.91260,150.45770,8928,Suburb,405513a36e2adb6b6d50e6012a7471db
Barringha,Townsville,QLD,Queensland,4816,-19.52917,146.81473,8258,Locality,3a5f92737a58a2e2e4ef41de3d47a8a9
Barrington,Gloucester,NSW,New South Wales,2422,-31.98180,151.90120,9234,Locality,6a18528572d026118a7f6d4dba4111cd
Barrington,Kentish,TAS,Tasmania,7306,-41.33000,146.27000,8115,Locality,ded0a8f594f2dbb8d8d0f6607d9689ef
Barrington Tops,Gloucester,NSW,New South Wales,2422,-32.02350,151.48460,9133,Locality,9dc6e554a79b152866e8c60d897a67b0
Barringun,Paroo,QLD,Queensland,4490,-28.86139,145.79224,8040,Locality,2eb17301765740f0277f1f7dbb223844
Barron,Cairns,QLD,Queensland,4870,-16.86556,145.70999,8064,Suburb,012cafb62fc848e141c464b9dce85ebf
Barron Gorge,Cairns,QLD,Queensland,4870,-16.88167,145.66444,8064,Locality,8673ad2231c8feca97693aa5d8d001ff
Barrow Island,Ashburton,WA,Western Australia,6710,-20.79785,115.40630,1956,Locality,0f546b7419c55546e1cd38198f7cb9cd
Barry,Upper Hunter Shire,NSW,New South Wales,2338,-31.58180,151.31790,9134,Locality,e120e1e6a4acb3146801d1ce53cc2218
Barry,Blayney,NSW,New South Wales,2799,-33.64850,149.26790,8730,Locality,29b398d95be494b29bc2eae6cc49b332
Barrys Reef,Moorabool,VIC,Victoria,3341,-37.45546,144.31223,7723,Locality,004b68130729462df60d736452e9897a
Bartle Frere,Cairns,QLD,Queensland,4871,-17.43972,145.88499,8063,Locality,5528f04a948851a8d9234ba51722e80c
Barton,Unincorporated,ACT,Australian Capital Territory,2600,-35.30739,149.14064,8727,Suburb,9b0130eaa4a1b19c6e30310e06f68f48
Barunah Park,Golden Plains,VIC,Victoria,3330,-38.00699,143.83706,7621,Locality,c41c213822c609297dfbe62169fb91a0
Barunah Plains,Colac-Otway,VIC,Victoria,3251,-38.04764,143.77039,7621,Locality,e70135a9a1969105cca56c57bda79a42
Barunga,Roper Gulf,NT,Northern Territory,0852,-14.52436,132.86446,5468,Town,659a1375124b6b6aa5c431cc6adfe250
Barunga Gap,Wakefield,SA,South Australia,5520,-33.82647,138.12410,6530,Locality,04816675206a82b9d37f643ce3eb31e0
Barwang,Harden,NSW,New South Wales,2594,-34.43100,148.48960,8529,Locality,be865cbb2edb18ad9af7c27cda4c255d
Barwidgee,Alpine,VIC,Victoria,3737,-36.51193,146.77271,8224,Locality,74679c14fd6b6641a13c9a8a7a2bb03e
Barwidgi,Tablelands,QLD,Queensland,4871,-17.66556,144.64833,7862,Locality,f4e73493263498049ba2261d1e7d76d0
Barwite,Mansfield,VIC,Victoria,3723,-37.01940,146.21374,8123,Locality,94a95a4cb9230ec43c60b15d84f242a3
Barwon,Warrumbungle Shire,NSW,New South Wales,2396,-30.98740,148.95120,8636,Locality,668437e2e5cb372d9ec9739fa5544462
Barwon Downs,Colac-Otway,VIC,Victoria,3243,-38.50777,143.79282,7620,Locality,1edf06523323a96065d130e43b167b0a
Barwon Heads,Greater Geelong,VIC,Victoria,3227,-38.27488,144.49277,7721,Town,b5b14b3fc63674fb1dd684a59b7e5c4b
Baryulgil,Clarence Valley,NSW,New South Wales,2469,-29.21520,152.60120,9439,Locality,e0faab0b7a37c8e5765e58a3c2e756d2
Basalt,Hepburn,VIC,Victoria,3461,-37.30859,144.10322,7723,Locality,ce4374388e215cd4f9218bcfdb6d1dcb
Basalt,Charters Towers,QLD,Queensland,4820,-19.74056,145.25389,7958,Locality,e88ce1e01fc9099ebbff11570c4628a0
Basilisk,Cassowary Coast,QLD,Queensland,4871,-17.67083,145.99501,8062,Locality,871fbf1a36ca63ca367d4d4809b31b7c
Basin Pocket,Ipswich,QLD,Queensland,4305,-27.60139,152.77028,9442,Suburb,4b0cccc038854b8fb04ba370d340f07e
Basin View,Shoalhaven,NSW,New South Wales,2540,-35.08833,150.55535,9027,Town,a01acafaa79c03219b086439561e5b5b
Baskerville,Swan,WA,Western Australia,6056,-31.79961,116.01900,2134,Suburb,c714efc4d8b5d6b148e5a13e3492508e
Basket Range,Adelaide Hills,SA,South Australia,5138,-34.94049,138.76429,6628,Locality,81869ee918a1520b43011813b2eae6e1
Bass,Bass Coast,VIC,Victoria,3991,-38.47807,145.47251,7921,Locality,85b7702e85b79ae4ac454337742c1936
Bassendean,Bassendean,WA,Western Australia,6054,-31.90461,115.94900,2034,Suburb,e7d1f4673b1bbae4a4a9db53faff72ab
Bassendean,Guyra,NSW,New South Wales,2359,-30.06520,151.14290,9137,Locality,2b73536c33f69732ceb28c3f6c6dd51d
Bass Hill,Bankstown,NSW,New South Wales,2197,-33.89850,150.99570,9030,Suburb,f271beba4f3b6b3d880e55bd70623867
Batar Creek,Port Macquarie-Hastings,NSW,New South Wales,2439,-31.66520,152.66790,9434,Locality,e6192ee432e1888829c4fa6166416cf4
Batchelor,Coomalie,NT,Northern Territory,0845,-13.05046,131.03072,5171,Town,2670bd3420dd3fbe9f478cdd02a4e38b
Bateau Bay,Wyong,NSW,New South Wales,2261,-33.38180,151.48460,9131,Suburb,b15278c504db459b77dc155ca271d216
Batehaven,Eurobodalla,NSW,New South Wales,2536,-35.73180,150.20120,8926,Locality,250b11ff360ee790e63a3e8810166d5b
Bateman,Eurobodalla,NSW,New South Wales,2536,-35.71520,150.18460,8926,Town,07898fb960dc3fc40a17746fb007f42c
Bateman,Melville,WA,Western Australia,6150,-32.05461,115.84680,2033,Suburb,ea0f8e98ba87eebcbf942241e119819c
Batemans Bay,Eurobodalla,NSW,New South Wales,2536,-35.70658,150.17541,8926,Town,69b850292417d02aa1ca36d95435b041
Batesford,Greater Geelong,VIC,Victoria,3221,-38.08843,144.27403,7721,Town,317895666d4b7ffa72afa81f901af0e8
Bathampton,Bathurst Regional,NSW,New South Wales,2795,-33.49020,149.40120,8731,Locality,4432f4b706914c3c856a880505b20884
Bathumi,Moira,VIC,Victoria,3730,-36.02533,146.08516,8125,Locality,c0214d9c41324421d8fba45cc0e4be3a
Bathurst,Bathurst Regional,NSW,New South Wales,2795,-33.41736,149.58129,8831,City,e5bc37ee8e3a119cbf97868cf2479bfe
Batlow,Tumut Shire,NSW,New South Wales,2730,-35.51971,148.14528,8526,Town,e3fc1c0f5ee6bfded5dff8584dfc1f53
Battery Hill,Sunshine Coast,QLD,Queensland,4551,-26.77917,153.12917,9544,Suburb,6946e76e176f4e127e535faa5e3b7e68
Battery Point,Hobart,TAS,Tasmania,7000,-42.88000,147.33000,8312,Suburb,8c3a80fc5afda1c8d8de289c56e22248
Baudin,Augusta-Margaret River,WA,Western Australia,6284,-33.85714,115.44070,1930,Locality,4a82486e8db638e356d744c32be9bd40
Baudin Beach,Kangaroo Island,SA,South Australia,5222,-35.77739,137.87151,6426,Locality,af4482b0fd804e17d65eab66fb269a41
Bauhinia,Central Highlands,QLD,Queensland,4718,-24.56842,149.29305,8748,Town,4e2956fc27278d7f611006e107d6dbd0
Baulkham Hills,The Hills Shire,NSW,New South Wales,2153,-33.75960,151.00120,9130,Suburb,69fcf34df2b777de915be47ba4e08232
Bauple,Fraser Coast,QLD,Queensland,4650,-25.81389,152.62195,9446,Town,8533685d97ac5aabc90186ee3f428645
Bauple Forest,Fraser Coast,QLD,Queensland,4650,-25.88305,152.68805,9446,Locality,d2eddf5334fe84094275460af43e7fbb
Baw Baw,Goulburn Mulwaree,NSW,New South Wales,2580,-34.73180,149.63460,8828,Locality,634136148eebe81c1e754951764393bb
Baw Baw,Baw Baw,VIC,Victoria,3833,-37.83765,146.30085,8122,Locality,148c6c74ebd192b1d599b0b3261901ad
Baw Baw Village,Unincorporated,VIC,Victoria,3833,-37.84155,146.25745,8122,Locality,b45d5a6de9e8f595a8e3d54665aec4b8
Bawley Point,Shoalhaven,NSW,New South Wales,2539,-35.50778,150.38922,8926,Town,634a8f2cc12847513e714c618f3654c8
Baxter,Mornington Peninsula,VIC,Victoria,3911,-38.19783,145.15310,7921,Locality,4a92d2f0bef4be93ba1fd903951855e7
Baxters Ridge,Gloucester,NSW,New South Wales,2422,-31.69850,151.90120,9234,Locality,5adbb0aad22f25eec5b2b3dc28f22312
Bayindeen,Ararat,VIC,Victoria,3375,-37.30321,143.18286,7523,Locality,59f3e4135f7f018f4864a7e2961644a5
Bayles,Cardinia,VIC,Victoria,3981,-38.17723,145.58449,8021,Locality,8f71d428617f97b4fcde9de769fa56b2
Baynton,Roebourne,WA,Western Australia,6714,-20.75145,116.80130,2256,Suburb,1293b35b00e7a0b7c37bd88a81a719bb
Baynton,Macedon Ranges,VIC,Victoria,3444,-37.13779,144.63287,7823,Locality,e3d283d4bb0ddb0f929ccd7517dac1e6
Baynton East,Macedon Ranges,VIC,Victoria,3444,-37.12292,144.71318,7823,Locality,2675a97ad1d9cfff47c0edc599cf4d8e
Bay of Shoals,Kangaroo Island,SA,South Australia,5223,-35.60644,137.56592,6426,Locality,ba40f1269bcbaa8830b8bad4a2c6fe1f
Bayonet Head,Albany,WA,Western Australia,6330,-34.97823,117.93260,2428,Suburb,2bab17f6c93b2fc573baa1cbd7643b06
Bayrick,Blackall Tambo,QLD,Queensland,4478,-25.40361,146.07333,8147,Locality,b4d45a18b6fc30d4163073bc70a77612
Bayswater,Bayswater,WA,Western Australia,6053,-31.91767,115.91620,2034,Suburb,5c86fd78c914671fdd3c416ec504dae1
Bayswater,Knox,VIC,Victoria,3153,-37.84631,145.26278,7922,Suburb,a4109ef957c087dfe8cffb0a2b234984
Bayswater North,Maroondah,VIC,Victoria,3153,-37.82559,145.28218,7922,Suburb,b7225619bde0d492abc7be3f920c8434
Bayulu,Derby-West Kimberley,WA,Western Australia,6728,-18.29996,125.59574,4061,Town,4ff641ab5109ce42e41b121fbd4388b7
Bayview,Darwin,NT,Northern Territory,0820,-12.43920,130.85760,5073,Suburb,90b82493018e8d758504697d4b88f532
Bayview,Pittwater,NSW,New South Wales,2104,-33.65930,151.28620,9130,Suburb,a84b097613c24daa234d6e988d528116
Bayview Heights,Cairns,QLD,Queensland,4868,-16.96445,145.72472,8064,Suburb,a8fc8e21851b4e07c8420abf20deb402
Beach Holm,Townsville,QLD,Queensland,4818,-19.20639,146.64917,8259,Locality,eb94d325d5a83821470e1239c58b0bf2
Beachlands,Greater Geraldton,WA,Western Australia,6530,-28.78889,114.60080,1840,Suburb,2a4aca5e33168a1c1a5b88be760bfe58
Beachmere,Moreton Bay,QLD,Queensland,4510,-27.12865,153.04982,9543,Town,d882aa531b5e5cf4ba6bd0a87ca466bc
Beachport,Wattle Range,SA,South Australia,5280,-37.48057,140.01242,6923,Town,1025f220b41851bd817cc1e771faa159
Beacon,Mount Marshall,WA,Western Australia,6472,-30.44846,117.86650,2437,Locality,67c92e6d6735f974c48efc6735b6ad99
Beacon Hill,Warringah,NSW,New South Wales,2100,-33.74850,151.25120,9130,Suburb,ae3a42165f93a3c85074582fa9ca6a15
Beaconsfield,Fremantle,WA,Western Australia,6162,-32.06989,115.76450,2033,Suburb,957aa427f48bc527cb97c1fae3d7033a
Beaconsfield,Mackay,QLD,Queensland,4740,-21.08889,149.16695,8755,Suburb,22ac33c907f7b6a33547105895c60e7e
Beaconsfield,Casey,VIC,Victoria,3807,-38.05580,145.36590,7921,Suburb,8ee0199db599c244cb6e95a29477bda7
Beaconsfield,Sydney,NSW,New South Wales,2015,-33.91150,151.20020,9130,Suburb,d4b9959c5eb7c09d4969e65e639cc362
Beaconsfield,West Tamar,TAS,Tasmania,7270,-41.20227,146.81723,8215,Town,95b15b31a1a701338c50abad6e1563e0
Beaconsfield Upper,Cardinia,VIC,Victoria,3808,-37.99415,145.41420,7922,Town,fc298d7a7b99fc290cbc42842734ad07
Beadell,Laverton,WA,Western Australia,0872,-27.85167,127.57420,4442,Locality,fa8fb31c93ea6d2c4c669e35292e12be
Beagle Bay,Broome,WA,Western Australia,6725,-16.98090,122.66748,3464,Town,c2779cb5febba7afa91934ee1a995184
Bealiba,Central Goldfields,VIC,Victoria,3475,-36.78014,143.56166,7624,Locality,2d21a377243d7fa7835fd5920d22ed8d
Bean Creek,Kyogle,NSW,New South Wales,2469,-28.58880,152.59260,9440,Locality,751612148fb2430082293e001c59c022
Bearbong,Gilgandra,NSW,New South Wales,2827,-31.64020,148.88460,8634,Locality,7521d1638e2df9f1135eac7381a31f9d
Beard,Unincorporated,ACT,Australian Capital Territory,2620,-35.34172,149.21043,8727,Suburb,3e7c3c14b9b8739774ed43752ce623e7
