name,lga,state_id,state,postcode,latitude,longitude,map,type,id
Meerlieu,Wellington,VIC,Victoria,3862,-38.01316,147.39868,8321,Locality,235c21aff373cb08828800d11f7988fb
Meerschaum Vale,Ballina,NSW,New South Wales,2477,-28.91520,153.43460,9540,Locality,14b4f4af7ca93879a220bd11894feaac
Meerup,Manjimup,WA,Western Australia,6262,-34.63944,116.05280,2128,Locality,76a762f553d71b767548441c5251441c
Megalong Valley,Blue Mountains,NSW,New South Wales,2785,-33.71520,150.23460,8930,Locality,44abb1fc3166ad50de157e8189d6df81
Megan,Bellingen,NSW,New South Wales,2453,-30.28180,152.76790,9437,Locality,c064189f16df01bf09b4188828b49d5e
Meikleville Hill,Rockhampton,QLD,Queensland,4703,-23.11639,150.74445,9051,Locality,633120682d63da1c0f6fae146f728cec
Melaleuca,Swan,WA,Western Australia,6079,-31.69417,115.91330,2034,Locality,09150fc3cbd2464c011da526a9f8c25f
Melawondi,Gympie,QLD,Queensland,4570,-26.41389,152.66249,9445,Locality,b624ed42e2465a6bc4616e3cadad06ec
Melba,Unincorporated,ACT,Australian Capital Territory,2615,-35.21008,149.05415,8727,Suburb,8a93010ff4245dc7e8a1d99b8e99b597
Melbergen,Carrathool,NSW,New South Wales,2669,-33.69850,146.03460,8130,Locality,a5afd0acbe3df377bc4f330567bbdd33
Melbourne,Melbourne,VIC,Victoria,3000,-37.81546,144.96716,7822,Suburb,704bf6affe7d1fcf6a4d3c909efdfac6
Meldale,Moreton Bay,QLD,Queensland,4510,-27.02889,153.06555,9543,Locality,23b29adddcb4bcbdfcd5534e72d35189
Melinga,Greater Taree,NSW,New South Wales,2430,-31.81520,152.51790,9434,Suburb,80488d5b3363d6f9351130315cef2fd4
Mella,Circular Head,TAS,Tasmania,7330,-40.84000,145.07001,7916,Locality,3c523a0dc94c077bc7d0c41d40668c20
Mellong,Hawkesbury,NSW,New South Wales,2756,-33.09920,150.73780,9031,Locality,29fdd9576fd25c0957ab98bfaf0c40b7
Mellool,Wakool,NSW,New South Wales,2735,-35.31660,143.78370,7627,Locality,a34f72da4774c05ca4f0ad97c8076623
Melrose,South Burnett,QLD,Queensland,4610,-26.26083,151.62611,9245,Locality,de0613bd5af084c6862a05a08d23209c
Melrose,Devonport,TAS,Tasmania,7310,-41.24000,146.28000,8115,Locality,522eb5843c3a4773b0e1b9ea5152e233
Melrose,Mount Remarkable,SA,South Australia,5483,-32.82589,138.18883,6532,Locality,302958b782f2aea2a65d30debe352841
Melrose Park,Parramatta,NSW,New South Wales,2114,-33.81520,151.06790,9130,Suburb,e82d656c3432f8412016e3fcc228e7d4
Melrose Park,Mitcham,SA,South Australia,5039,-34.98572,138.57881,6628,Suburb,08e56a2303c6ef35d92dd04527c731ed
Melton,Melton,VIC,Victoria,3337,-37.68339,144.58543,7822,Suburb,5ca64a19f48af3ef44fcee812c084e04
Melton,Barunga West,SA,South Australia,5555,-34.08404,137.98194,6429,Locality,3cf67fbcb7fc01755627d082bc1014fa
Melton Mowbray,Southern Midlands,TAS,Tasmania,7030,-42.47000,147.17000,8313,Locality,77b385ab8fd725a482ffb36a2b19df93
Melton South,Melton,VIC,Victoria,3338,-37.72095,144.58111,7822,Suburb,af3eea8c20ddc2f04f315fa4e16ca7fe
Melton West,Melton,VIC,Victoria,3337,-37.66274,144.54410,7822,Suburb,54d755831fc51a4fe9bf77414f5e8986
Melville,Maitland,NSW,New South Wales,2320,-32.67710,151.52110,9232,Suburb,1a62643a0ea88990d918b610fb50a159
Melville,Melville,WA,Western Australia,6156,-32.04045,115.80120,2033,Suburb,b7e69e5fe9206dd9a3eae587fb0e4cf3
Melville Forest,Southern Grampians,VIC,Victoria,3314,-37.48268,141.85473,7223,Locality,facb1000d961deff87d9f555a3dde76a
Melville Suburban Area,Nedlands,WA,Western Australia,6009,-32.00350,115.79450,2033,Suburb,4b9e952643999c97a94777effe9b33fd
Melwood,East Gippsland,VIC,Victoria,3875,-37.73990,147.50498,8422,Locality,e3fe7fafa17a7129091559c3afe76407
Memagong,Young,NSW,New South Wales,2594,-34.25680,148.04290,8529,Locality,672a34f4e00ed43c8a03d84d3d3b9ae7
Memana,Flinders,TAS,Tasmania,7255,-39.98000,148.09000,8518,Locality,0ecc271e52ef1e9f6bbbb5e0cbe795ad
Memerambi,South Burnett,QLD,Queensland,4610,-26.44980,151.82330,9245,Town,608d9ab31c65c7e98fb5c51a46e14722
Mena Creek,Cassowary Coast,QLD,Queensland,4871,-17.67278,145.92195,8062,Locality,e85559c270632fe18ad848839a7f793b
Menah,Mid-Western Regional,NSW,New South Wales,2850,-32.54020,149.54290,8832,Locality,6e4b0f51ec6c5f97df44067cd95a4e3b
Menai,Sutherland Shire,NSW,New South Wales,2234,-34.01520,151.01790,9129,Suburb,59062738aaffc15bf758956231f5beb6
Menangle,Wollondilly,NSW,New South Wales,2568,-34.12704,150.73847,9029,Town,f78a0f52a82b9bd71b657a57228cf90a
Menangle Park,Campbelltown,NSW,New South Wales,2560,-34.10445,150.75067,9029,Town,8bc8b9a4080304a4e4b6f35156e02eec
Mena Park,Pyrenees,VIC,Victoria,3351,-37.53682,143.47756,7522,Locality,25923ee978a99b8fd1f00d137d7d5230
Mendooran,Warrumbungle Shire,NSW,New South Wales,2842,-31.82248,149.11790,8734,Town,cc3df76ccb6b085641b41e966ff4c2f9
Mengha,Circular Head,TAS,Tasmania,7330,-40.89000,145.23000,7916,Locality,6e5fb042ee6f556e6306bc99a8b717cf
Menindee,Central Darling,NSW,New South Wales,2879,-32.39286,142.41823,7333,Town,a48204f8ab247e60d5fa5dc0ccb4ba8a
Meningie,The Coorong,SA,South Australia,5264,-35.68799,139.33816,6726,Town,2bee4e7fc66b3a754b6cd9d4d63820b2
Meningie East,The Coorong,SA,South Australia,5264,-35.63279,139.56089,6826,Locality,bcea66cf89ba7f591b5e7058977f3777
Meningie West,The Coorong,SA,South Australia,5259,-35.66391,139.17891,6726,Locality,125936bc97c669994e6feadee237e42c
Menora,Stirling,WA,Western Australia,6050,-31.91545,115.86120,2034,Suburb,94b52fe67abd6e2fd6b03487d562952c
Mentmore,Mackay,QLD,Queensland,4741,-20.76333,148.73833,8656,Locality,7e0e707a7db4f5cd66fc4ae51f0ceb2c
Mentone,Kingston,VIC,Victoria,3194,-37.98061,145.06758,7922,Suburb,fbf8055b977f0b00c2c9a4e47e8d2d56
Menzies,Menzies,WA,Western Australia,6436,-29.68814,121.03750,3138,Locality,c15386c75bbefe266548563c79135807
Menzies,Mount Isa,QLD,Queensland,4825,-20.71766,139.49702,6756,Suburb,3fd5244c1b67c3a43349c62931f09e26
Menzies,Kangaroo Island,SA,South Australia,5223,-35.69571,137.43397,6326,Locality,febf9ca90ad9ef468b6b4c030453ff86
Menzies Creek,Yarra Ranges,VIC,Victoria,3159,-37.91675,145.40344,7922,Locality,38e73ea67c90dd0cddc33682fe573210
Mepunga,Moyne,VIC,Victoria,3277,-38.45802,142.67618,7421,Locality,96f22f73d107c5ff7595dcbb948dd6f8
Mepunga East,Moyne,VIC,Victoria,3277,-38.44394,142.71202,7421,Locality,6f6ab192f10241f6b1705cc83e1efc1a
Mepunga West,Moyne,VIC,Victoria,3277,-38.44052,142.65363,7421,Locality,657667eab96740e2a5877a11811ffab2
Merah North,Narrabri,NSW,New South Wales,2388,-30.18180,149.30120,8737,Locality,2f05e60c9b096adb851f50dd888d901f
Merbein,Mildura,VIC,Victoria,3505,-34.16802,142.06600,7329,Town,ad798d4f604ed9f3a0c934b1f9d688d2
Merbein South,Mildura,VIC,Victoria,3505,-34.21817,142.01695,7329,Locality,e4a280b0ef943d9ac7e8e86dc35eb51f
Merbein West,Mildura,VIC,Victoria,3505,-34.16677,142.00729,7329,Locality,f18778989ca7d1f79954e8c01449e848
Mercunda,Karoonda East Murray,SA,South Australia,5308,-34.63819,140.03317,6928,Locality,d5a765e337886ce900d6655b8c2b6fdc
Meredith,Golden Plains,VIC,Victoria,3333,-37.84539,144.07737,7722,Town,35fd63fdd8bcf5a0849f252f728df6c0
Merewether,Newcastle,NSW,New South Wales,2291,-32.94850,151.75120,9232,Suburb,53c59be9d8e00277c2f2d23d0500c1f4
Merewether Heights,Newcastle,NSW,New South Wales,2291,-32.94850,151.73460,9232,Suburb,40ab3c0c163a8100361ce84f571ae3cf
Merghiny,Ceduna,SA,South Australia,5690,-32.12908,133.85192,5633,Locality,6ab2ef2724cacb95771cd86c560508ac
Meribah,Loxton Waikerie,SA,South Australia,5311,-34.70387,140.85196,7028,Locality,41a2a4cf11d7a5187837fed507e7091a
Meridan Plains,Sunshine Coast,QLD,Queensland,4551,-26.76333,153.07889,9544,Locality,988d6ca02bc2a19eee613e4544d36c37
Merilup,Dumbleyung,WA,Western Australia,6352,-33.28083,118.29390,2531,Locality,824a0932a6111752f4ebbf490b90bf04
Merimbula,Bega Valley,NSW,New South Wales,2548,-36.88901,149.90960,8824,Town,73efc1048460b3c8ed86469eeba7ff3f
Merinda,Whitsunday,QLD,Queensland,4805,-20.01558,148.16400,8557,Town,bdac67011bfdefa5bb0ed1c15c3e08dd
Meringandan,Toowoomba,QLD,Queensland,4352,-27.42691,151.91461,9243,Town,afbf8b934249f9670fdafbc7c256ceba
Meringandan West,Toowoomba,QLD,Queensland,4352,-27.41667,151.89222,9243,Locality,ace1b5f30c5738e92a3852b78468c5c7
Meringo,Eurobodalla,NSW,New South Wales,2537,-35.98180,150.15120,8926,Locality,b389881f57cbc01c4eca32fad1d001c6
Meringur,Mildura,VIC,Victoria,3496,-34.40061,141.28685,7129,Locality,896205b88f82369c7e8480a023f60232
Merino,Glenelg,VIC,Victoria,3310,-37.72046,141.54827,7222,Town,b1294103e12440277aedaa63172a286b
Mer Island,Torres Strait Island,QLD,Queensland,4875,-9.91722,144.05167,7778,Locality,de279b3400ec7ee83763964b498ccfe7
Merivale,Esperance,WA,Western Australia,6450,-33.82833,122.16470,3330,Locality,a44c11f286dfaa2809fffe00cc300577
Merkanooka,Morawa,WA,Western Australia,6623,-29.17681,115.82000,2039,Locality,55dd211b45d56d5bfb64ba3468eb2568
Merlwood,South Burnett,QLD,Queensland,4605,-26.14944,151.88306,9245,Locality,f66e809f63ddcfbee071ae1a52b51502
Mermaid Beach,Gold Coast,QLD,Queensland,4218,-28.04833,153.43695,9541,Suburb,512b9e56a04a04926d91d9c83d384431
Mermaid Waters,Gold Coast,QLD,Queensland,4218,-28.04972,153.42307,9541,Suburb,6d1eb8224a1d7e6a4ab9de900d71c42b
Mernda,Whittlesea,VIC,Victoria,3754,-37.59224,145.08447,7922,Suburb,004dd18aa8ea5c948acc3a36be6b4a0e
Mernot,Gloucester,NSW,New South Wales,2422,-31.71570,151.57070,9234,Locality,e58000626c71641086fe6801161aa555
Meroo,Mid-Western Regional,NSW,New South Wales,2850,-32.75180,149.62460,8832,Locality,15a5053ebf6d0ada1f44278a1368a34b
Meroo Meadow,Shoalhaven,NSW,New South Wales,2540,-34.81520,150.61790,9028,Suburb,00c1148e28ca833906b5f05c3a7f3f96
Merotherie,Mid-Western Regional,NSW,New South Wales,2852,-32.11520,149.58460,8833,Locality,b36e4139c019ec78f79bd4207b61e8b1
Merredin,Merredin,WA,Western Australia,6415,-31.48094,118.27448,2535,Town,0fedb2c83c3c235e59dbfc6922977033
Merriang,Alpine,VIC,Victoria,3737,-36.56464,146.68652,8224,Locality,1ce3967bbad7ef7ff89293d6c09c7d54
Merriangaah,Bombala,NSW,New South Wales,2632,-36.85570,149.01570,8724,Locality,2d835a38046024f712f1fddfa73fff0c
Merriang South,Alpine,VIC,Victoria,3737,-36.59827,146.66710,8224,Locality,b85b3102eb7ca4245b09d0d16fb39ea9
Merricks,Mornington Peninsula,VIC,Victoria,3937,-38.39419,145.08293,7921,Locality,93c2007cbd2f1aa083f3e6a66d3ace49
Merricks Beach,Mornington Peninsula,VIC,Victoria,3926,-38.39296,145.10725,7921,Locality,0e6760bfe48d48626a03c7268aa137ee
Merricks North,Mornington Peninsula,VIC,Victoria,3926,-38.34137,145.07391,7921,Locality,35fe9a90af56a4ed54a1dd6c2b561b04
Merricumbene,Eurobodalla,NSW,New South Wales,2536,-35.73350,149.89600,8826,Locality,bc9fb51fbce3f4f3c6ff3bd01f82f29e
Merrigal,Warren,NSW,New South Wales,2827,-31.48180,148.25120,8535,Locality,1c859d5b456ade02317eab91be204996
Merrigum,Greater Shepparton,VIC,Victoria,3618,-36.37395,145.13195,7925,Town,576b32744bebbe8ae47c5c0fd3e04617
Merrijig,East Gippsland,VIC,Victoria,3862,-37.65811,147.44354,8322,Locality,dd907f20d1e3ed68fcbb96133bcc0bad
Merrijig,Mansfield,VIC,Victoria,3723,-37.07776,146.30230,8123,Locality,9cd52c71d722f15f0b3f127f9a3ff966
Merrill,Upper Lachlan Shire,NSW,New South Wales,2581,-34.68180,149.26350,8728,Locality,e6d070aca48fcc93d1ce2ec2d32e2d1a
Merrimac,Gold Coast,QLD,Queensland,4226,-28.05111,153.37445,9541,Suburb,30a9dcd9e962469de397b0f41d6b3c94
Merrimbula,Bega Valley,NSW,New South Wales,2549,-36.89850,149.90120,8824,Town,892e3fc67c4ad41f159d77451c91fd9d
Merrimu,Moorabool,VIC,Victoria,3340,-37.65744,144.47340,7722,Locality,d2eb18a80dfbd05e99b2a95394e0377e
Merrinee,Mildura,VIC,Victoria,3496,-34.38934,141.84821,7229,Locality,fd83e3e6471619ebe89c591a70c1e16c
Merriton,Port Pirie City and Dists,SA,South Australia,5523,-33.43467,138.14988,6531,Locality,6fbd8a1223f1e249f27b3945591ad41a
Merritts Creek,Toowoomba,QLD,Queensland,4352,-27.35056,152.03194,9343,Locality,676f4b04094b058601b0432f4625ed39
Merriwa,Wanneroo,WA,Western Australia,6030,-31.66545,115.71810,2034,Suburb,87bf95c7fc8b772d4490ad95889788fb
Merriwa,Upper Hunter Shire,NSW,New South Wales,2329,-32.13935,150.35574,8933,Town,16ab8e18a4e32c03fd123fba5619f648
Merriwagga,Carrathool,NSW,New South Wales,2652,-33.81520,145.61790,8030,Locality,f1fea6aa2e1ee360c28a554f6edcfdca
Merryburn,Cassowary Coast,QLD,Queensland,4854,-17.91667,145.97472,8062,Locality,7351f161e707dbcdc3cefac5005f5451
Merrygoen,Warrumbungle Shire,NSW,New South Wales,2831,-31.81520,149.23460,8734,Locality,3891e37aed5c6b5fb3b4066ab9194081
Merrylands,Holroyd,NSW,New South Wales,2160,-33.84020,150.98460,9030,Suburb,539e76edae626f4f96fdaa5d140a6150
Merrylands West,Holroyd,NSW,New South Wales,2160,-33.84020,150.96790,9030,Suburb,01b41821c28ffd59fea966b935eaea78
Merryvale,Scenic Rim,QLD,Queensland,4340,-27.79722,152.48389,9342,Locality,e4a23ccd8f76237008ee120d3ac9f413
Mersey Forest,Meander Valley,TAS,Tasmania,7304,-41.69000,146.21001,8114,Locality,4ccbebd0ff2976b04bfd66d7628d7c42
Merseylea,Kentish,TAS,Tasmania,7305,-41.36000,146.47000,8115,Locality,df5242594f32b9e1190a69741f052cea
Merton,Mansfield,VIC,Victoria,3715,-36.97162,145.72068,8024,Locality,040e882e8da32cc09bfbee61e2764005
Mertondale,Leonora,WA,Western Australia,6438,-28.67028,121.53580,3240,Locality,3eabc5cd8b10648afc8fe11937bfea89
Meru,Greater Geraldton,WA,Western Australia,6532,-28.80265,114.68560,1840,Locality,4766b9046bf27de5b862ce6e14888647
Merungle Hill,Leeton,NSW,New South Wales,2705,-34.59850,146.43460,8128,Locality,de654aebf8bd25c0024feb0e1947006a
Meryla,Wingecarribee,NSW,New South Wales,2577,-34.67660,150.36230,8928,Locality,daac1be6c591ebed0631ea92d57b38a4
Metcalfe,Mount Alexander,VIC,Victoria,3444,-37.09289,144.44159,7723,Locality,9315bffa369267fd400596882a1d0afa
Metcalfe East,Mount Alexander,VIC,Victoria,3444,-37.14567,144.45675,7723,Locality,ae49b8faab4d0a6081b517d567bb7dd9
Metford,Maitland,NSW,New South Wales,2323,-32.76640,151.60990,9232,Suburb,4bbaafcb140a8537ce54e8e2b9b2f920
Methul,Coolamon,NSW,New South Wales,2701,-34.59850,147.15120,8328,Locality,f2f3c4cd7a6a107fe121d636c84707b0
Metricup,Busselton,WA,Western Australia,6280,-33.77548,115.13290,1930,Locality,7aeb88a1dd7ac715278abf244ce2a02c
Mettler,Albany,WA,Western Australia,6328,-34.56194,118.58810,2628,Locality,5f6fc8ec8aaef26242a7e35c1fdb11c9
Metung,East Gippsland,VIC,Victoria,3904,-37.89154,147.85299,8422,Town,4aa0b14179e9b963b09185516fc98005
Meunna,Waratah/Wynyard,TAS,Tasmania,7325,-41.08000,145.47000,7915,Locality,d342e8e532a7550ed2f27a6b5b5ca7d1
Mexico,Barcaldine,QLD,Queensland,4728,-23.86722,146.19583,8150,Locality,89af7e921837062d760d148cc002fe7d
Miallo,Cairns,QLD,Queensland,4873,-16.40556,145.36833,7965,Locality,8c9fc757508d70ef7de80038e8fb9a04
Miami,Gold Coast,QLD,Queensland,4220,-28.06750,153.43666,9541,Suburb,def2010d13f7ea9c90caecdb9f5d7487
Mia Mia,Mackay,QLD,Queensland,4741,-21.22889,148.81694,8655,Locality,b78aa98912243aa5071efcd3157e3e2b
Mia Mia,Mitchell,VIC,Victoria,3522,-37.02167,144.61613,7823,Locality,bcd8750883f17cc77664fd0bac3ec400
Miamley,Lachlan,NSW,New South Wales,2877,-32.34800,146.91100,8233,Locality,8b5fcacefe33c2d0ce3ea9a5eccb5781
Miamoon,Dalwallinu,WA,Western Australia,6608,-30.16209,116.46030,2137,Locality,9f81d8cfcddcde2f5a794c0b3e5fe8f4
Miandetta,Bogan,NSW,New South Wales,2825,-31.53180,146.93460,8234,Suburb,d9ed88923bbaf60e3cac21d20846fd40
Miandetta,Devonport,TAS,Tasmania,7310,-41.19000,146.35001,8115,Locality,bf2d6c55cf0829bf53cf7842183fcc8c
Miara,Bundaberg,QLD,Queensland,4673,-24.68758,152.16967,9348,Town,5fe78cfb672c49b82cdbb9fd2d74d416
Mica Creek,Mount Isa,QLD,Queensland,4825,-20.76433,139.49231,6756,Suburb,06b7c756aed6b517865a5a9ac3d09e39
Micalo Island,Clarence Valley,NSW,New South Wales,2463,-29.44850,153.30960,9539,Locality,b82a6ac8e8e2b9cb9a2626c30043be44
Michelago,Cooma-Monaro,NSW,New South Wales,2620,-35.76520,149.20120,8726,Locality,9100ab64187d0c1ca06a77f70589cec1
Mickleham,Hume,VIC,Victoria,3064,-37.54660,144.89917,7822,Locality,1b37a9fa1b7e6f22bc3dc358553a1af3
Middle Arm,Goulburn Mulwaree,NSW,New South Wales,2580,-34.59760,149.72770,8828,Locality,e9007f7624e172ddc1ea2a63704e3e03
Middle Beach,Mallala,SA,South Australia,5501,-34.60611,138.41195,6528,Locality,80043aeca40e10663cc3b879708ddf32
Middlebrook,Tablelands,QLD,Queensland,4886,-17.56778,145.63916,8062,Locality,1612ef9dec266a400ac04773c6db5b55
Middle Brook,Upper Hunter Shire,NSW,New South Wales,2337,-31.96520,150.80960,9034,Locality,0c9febd225db8797c8108a219c4c7393
Middle Brother,Port Macquarie-Hastings,NSW,New South Wales,2439,-31.69020,152.70960,9434,Locality,6525375c40b8f2aadf9ba07df2bc6a28
Middle Cove,Willoughby,NSW,New South Wales,2068,-33.79160,151.21110,9130,Suburb,009d75ad539a6186497442ea7cf7af24
Middle Creek,Ararat,VIC,Victoria,3373,-37.39184,143.22982,7523,Locality,34a5995dd7106c2324ee3277854eea73
Middle Dural,Hornsby,NSW,New South Wales,2158,-33.64020,151.02620,9130,Suburb,6b603c2c1b3e04bce8adea9cf215566f
Middle Falbrook,Singleton,NSW,New South Wales,2330,-32.44850,151.15120,9133,Locality,d3e00c051ed8e8c6098e54156d040a65
Middle Flat,Cooma-Monaro,NSW,New South Wales,2630,-36.23180,149.18460,8725,Locality,ec2f5b1357ba4acbcc9f598c0566022e
Middlemount,Isaac,QLD,Queensland,4746,-22.81455,148.69615,8652,Town,24a8f60ffc585a7b5fee3923b538f9b3
Middle Park,Port Phillip,VIC,Victoria,3206,-37.85062,144.96251,7822,Suburb,69f1ab0a2b74d8e1058b320c4133ca2f
Middle Park,Brisbane,QLD,Queensland,4074,-27.55611,152.92139,9442,Suburb,067ff0f531e1b9af856b39636278f5f2
Middle Pocket,Byron,NSW,New South Wales,2483,-28.48810,153.46860,9541,Locality,1363ec0491ac76b79c60a0a7fec519ff
Middle Ridge,Toowoomba,QLD,Queensland,4350,-27.60778,151.96889,9242,Locality,4d77bb36e1928fa251c8d5b1cdb8c4e2
Middle River,Kangaroo Island,SA,South Australia,5223,-35.66696,137.07915,6326,Locality,24fa719d369da4abd904341e2d732c1c
Middlesex,Manjimup,WA,Western Australia,6258,-34.30333,116.17890,2129,Locality,25a6615a472f11cf5f15aac407696070
Middlesex,Kentish,TAS,Tasmania,7306,-41.50000,145.92999,8014,Locality,fd967902fb73d684e88e2e9013444123
Middle Swan,Swan,WA,Western Australia,6056,-31.85267,116.02040,2134,Suburb,7b599f2d00a6d56c29afbb310001d7ba
Middle Tarwin,South Gippsland,VIC,Victoria,3958,-38.67187,145.92856,8020,Locality,e52a79c8ea69eae3c87578ff582968cb
Middleton,Alexandrina,SA,South Australia,5213,-35.50879,138.72076,6626,Town,e6d24f5054a82c3471cff8e1d1cf1854
Middleton,Kingborough,TAS,Tasmania,7163,-43.23000,147.25000,8311,Locality,d2c772f0a3d06b33464a96cdba8024d9
Middleton,Winton,QLD,Queensland,4733,-22.67848,141.71118,7252,Locality,e6cc446fdfe3dde89792213fa007d5dd
Middleton Beach,Albany,WA,Western Australia,6330,-35.02351,117.91350,2427,Suburb,dfaa6d25634c447994a60f5c6b8847d4
Middleton Grange,Liverpool,NSW,New South Wales,2171,-33.91490,150.84230,9030,Suburb,639aa6b73a90cb766b0412d6e083f277
Middlingbank,Snowy River,NSW,New South Wales,2628,-36.19850,148.78460,8625,Locality,506ab768234df5c86a172a30bf682df7
Midgee,Rockhampton,QLD,Queensland,4699,-23.49945,150.58583,9051,Locality,5a8d462694241d5e53762d5b1bd9dce8
Midgee,Franklin Harbour,SA,South Australia,5600,-33.42094,137.15458,6331,Locality,1bf6104de9d2a488f64b6baebf49d14a
Midgenoo,Cassowary Coast,QLD,Queensland,4854,-17.89485,145.96055,8062,Town,8dbebbb584fea70d4dac059476173597
Midge Point,Mackay,QLD,Queensland,4799,-20.64933,148.72128,8656,Town,966074f0533fce0021d86436aa9aa7ac
Midgeree Bar,Cassowary Coast,QLD,Queensland,4855,-17.80805,146.07222,8162,Locality,fca721519cc3d100edd87010349521a7
Midginbil,Tweed,NSW,New South Wales,2484,-28.49710,153.25960,9541,Locality,7548041c4d458cd6fb0c39ce638a18e8
Midland,Swan,WA,Western Australia,6056,-31.89472,115.99330,2034,Suburb,e6a8e9a2f9e251f92fc1ade477f5eacf
Midvale,Mundaring,WA,Western Australia,6056,-31.88767,116.02650,2134,Suburb,99e0a6f17d76799f4f44677bc32edba5
Midway Point,Sorell,TAS,Tasmania,7171,-42.80333,147.53237,8412,Suburb,1548c8a12bcd3535b41e0a886dcad467
Miena,Central Highlands,TAS,Tasmania,7030,-41.99000,146.70000,8214,Locality,ce29d386d165e471ef74ac2819adf82e
Miepoll,Strathbogie,VIC,Victoria,3666,-36.62157,145.48170,7924,Locality,b843a1e189b7daa8901600f89e485d43
Miga Lake,West Wimmera,VIC,Victoria,3409,-36.85160,141.63731,7224,Locality,eb43988514626a1f418673ad73bacaf9
Mighell,Cassowary Coast,QLD,Queensland,4860,-17.54056,146.01666,8162,Locality,7f4dc1d2dd8cb0b44c2e3af8bfad0205
Mihi,Uralla,NSW,New South Wales,2358,-30.71300,151.69650,9236,Locality,8d9d96e504c35e8cef607d70312b4d1c
Mila,Bombala,NSW,New South Wales,2632,-37.04850,149.16790,8723,Locality,07a7370b2ed398681e7a3c61223452fc
Milabena,Waratah/Wynyard,TAS,Tasmania,7325,-41.02000,145.50999,8015,Locality,524c0eb7b65fce7d80960b79e4859c73
Milang,Alexandrina,SA,South Australia,5256,-35.40781,138.97120,6627,Town,e1f01e7ab3e2b55d641e128b72f71e07
Milawa,Wangaratta,VIC,Victoria,3678,-36.44963,146.43135,8125,Town,e63d3a0a912d8ab3c6192ed358001812
Milbong,Scenic Rim,QLD,Queensland,4310,-27.88333,152.73221,9442,Locality,f84c16fad843700b2cf3feb92c43b0b0
Milbrodale,Singleton,NSW,New South Wales,2330,-32.69850,151.00960,9132,Locality,5e1d8596df2146987c23fc794552b076
Milbrulong,Lockhart,NSW,New South Wales,2642,-35.26520,146.85120,8227,Locality,07d19a60800da356f082a84afde822a3
Mildura,Mildura,VIC,Victoria,3500,-34.18551,142.16250,7329,City,7208897390771274df7a82775dd61114
Mile End,West Torrens,SA,South Australia,5031,-34.92652,138.57167,6628,Suburb,9ed4bdfa9c7fd53d5ef7e1516380530c
Mile End South,West Torrens,SA,South Australia,5031,-34.93744,138.57421,6628,Suburb,d0efde6a92a88788ca2435e0a3169eb9
Milendella,Mid Murray,SA,South Australia,5238,-34.81704,139.20546,6728,Locality,0c9a9ef09d3ec4ef67e011f07a559af2
Miles,Western Downs,QLD,Queensland,4415,-26.65963,150.18685,8944,Town,24c3f11fd7dd6a826543bccdefff9160
Miles End,Mount Isa,QLD,Queensland,4825,-20.72127,139.48730,6756,Suburb,607d55c8d05857bf9f874baedcb9cf47
Milfield,Cessnock,NSW,New South Wales,2325,-32.88180,151.26790,9132,Town,819a2fd5cafb607d7c02ea1f9d43d810
Milford,Scenic Rim,QLD,Queensland,4310,-28.03139,152.70750,9441,Locality,f8cc33e19306748c0212ac410e459744
Milikapiti,Tiwi Islands,NT,Northern Territory,0822,-11.42551,130.67485,5075,Town,343cca6a8141a6080ef90cdb5655ac69
Miling,Moora,WA,Western Australia,6575,-30.49083,116.36140,2137,Locality,3e7525b49dfdb4fbf3d0cdbfab502745
Milingimbi,East Arnhem,NT,Northern Territory,0822,-12.10188,134.91901,5873,Town,6605529f7da9d734d076436a492fb831
Milkers Flat,Bathurst Regional,NSW,New South Wales,2795,-33.27350,149.38460,8731,Locality,7771ba8c27b0ff72d56cd7e4a020e8dd
Millaa Millaa,Tablelands,QLD,Queensland,4886,-17.51334,145.61300,8062,Town,3f6ab4fd81171732d11b87ed7ee0a3e4
Millah Murrah,Bathurst Regional,NSW,New South Wales,2795,-33.17210,149.64120,8831,Locality,929ed18b33f855fb62a092821b9294c3
Millaroo,Burdekin,QLD,Queensland,4807,-20.05706,147.27999,8357,Town,952cf1c02ac95e35cba302384cf1113f
Millars Well,Roebourne,WA,Western Australia,6714,-20.74089,116.80910,2256,Suburb,ea2e0aa35dd90d4b12ca82269a2a3a29
Millbank,Kempsey,NSW,New South Wales,2440,-30.86520,152.63460,9436,Locality,9115a38582e846d1754ad1aa5feefc4d
Millbank,Bundaberg,QLD,Queensland,4670,-24.87472,152.32195,9348,Suburb,c06c44ebdf1118c55d5380a7dbf50956
Millbridge,Dardanup,WA,Western Australia,6232,-33.30500,115.73500,2031,Suburb,883dbc31a6648ee848ba5d64ec439e67
Millbrook,Moorabool,VIC,Victoria,3352,-37.60368,144.04804,7722,Locality,ba5d352a62bebe8590fc11d6a1f99517
Millbrook,Adelaide Hills,SA,South Australia,5133,-34.81786,138.81461,6628,Locality,d37f02d2c8d9d746dd8e05f749eae944
Millbrook,Albany,WA,Western Australia,6330,-34.91111,117.87420,2428,Locality,1de0a0e158923c49fea87a2bb12dbacb
Millchester,Charters Towers,QLD,Queensland,4820,-20.08762,146.29056,8157,Town,6cc37f2eb066328e77eb5a70ffc8bc4a
Mil-Lel,Grant,SA,South Australia,5291,-37.77163,140.83087,7022,Locality,d84aad9ca9f9136ae92b5986dce4f26d
